database,split,wav_path,duration,text,speaker,sex,emotion,lang
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_494.wav,4.408,고양이 소리만 들어도 모두 벌벌 떨었다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_205.wav,3.715,그의 마음을 얻으려면 어떻게 하면 될까.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_065.wav,6.165,또 병기나 화력도 제대로 갖추어져 있지 않았다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_355.wav,5.122000000000001,이 드레스의 우아함에 나는 완전히 반했다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_neutral_365.wav,5.21,관공서는 뭐든지 규정대로만 하려 하고 도무지 융통성이 없다.,ketts2-50m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_500.wav,5.944,지인을 길에서 마주쳤는데 이름이 기억나지 않아 당황했다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_466.wav,7.654,이 회사는 이름만 있을 뿐이지 급여가 형편없어서 들어가자마자 바로 그만두었다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_404.wav,3.605,합당이니 뭐니 얘기 안했습니다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_sad_041.wav,6.641,노화를 멈추게 할 수 있는 것은 세상에 존재하지 않는다.,ketts2-20m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_001.wav,4.407,잃어버린 서류가방을 동료가 찾아주었다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_214.wav,5.016,그녀는 항상 슬픈 얼굴을 하고 있다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_364.wav,4.809,오늘은 내가 브라질에 온지 십오일째 되는 날이다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_sad_321.wav,4.127,이 그림엽서는 한장에 천원이다.,ketts2-60f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_279.wav,12.748,그것이 그들의 일관된 입장이라는 것은 알고 있다 내가 지난해 한국을 방문한 것에 대해 불만스러워한다는 것도 알고 있다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_117.wav,6.682,나는 평범한 길은 재미가 없어서 일부러 위험한 길을 선택하는 편이다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_041.wav,4.284,노화를 멈추게 할 수 있는 것은 세상에 존재하지 않는다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_341.wav,4.42,엄마가 만들어주는 애플파이는 아주 맛있다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_186.wav,6.12,유럽에서 지난 몇 달 동안 화산 폭발이 수차례 있었다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_213.wav,5.3210000000000015,기말시험 시즌이라 도서관은 학생들로 붐비고 있었다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_sad_016.wav,8.016,이 구두는 헐렁헐렁해서 걸을 때마다 자꾸 벗겨진다.,ketts2-50f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_105.wav,6.766,이번 중앙위 전체회의는 페레스트로이카의 전환점을 이루는 중요한 모임이다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_009.wav,6.773,바르셀로나 올림픽에도 남북한 단일팀이 출전할 수 있도록 남북양측이 노력해야겠다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_disgusted_332.wav,11.64,나는 어머니의 젊은 시절 사진을 바라보며 지금과 너무 다른 모습에 눈을 떼지 못했다.,ketts2-50f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_disgusted_425.wav,4.224,어젯밤에 귀신이 나오는 무서운 꿈을 꾸었다.,ketts2-50f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_384.wav,5.6160000000000005,그 중에도 정책당국자들의 책임은 누구보다 크다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_sad_216.wav,8.802999999999997,직장을 선택할 때에는 업무 내용은 물론이거니와 조건이나 대우도 무시할 수 없다.,ketts2-60f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_091.wav,5.2010000000000005,달까지 가지 않고도 달을 사유화한 한국인이었다.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_498.wav,5.34,공휴일이라 놀이공원이 평소의 몇배로 붐볐다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_sad_235.wav,5.1720000000000015,어제는 영화를 연달아 세 편이나 보았다.,ketts2-50f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_sad_415.wav,4.788,그는 핵실험을 반대하는 운동을 펼쳤다.,ketts2-20m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_neutral_202.wav,5.61,학생들이 뒤에서 별명을 부르는 것을 듣고 교사는 몹시 불쾌해했다.,ketts2-50m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_015.wav,7.407999999999999,선생님은 평소엔 온화하지만 한번 화를 내면 너무 무섭다.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_116.wav,6.917000000000002,?그가 새로 산 스포츠카로 날 드라이브 시켜 주었다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_sad_345.wav,6.113,떨어지는 낙엽을 바라보고 있자니 쓸쓸한 기분이 들었다.,ketts2-60f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_193.wav,5.1720000000000015,중앙기상대 직원들은 이십팔일 오랜만에 들뜬 마음으로 출근했다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_215.wav,5.4460000000000015,나는 내 최선을 다했으니까 실패하더라도 후회는 없어.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_467.wav,3.6,주식으로 큰 돈을 번 친구가 부럽다.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_394.wav,8.11,경우에 따라서는 우리의 석유수급에 차질이 올 수도 있고 석유가격의 변동이 불가피해질 수도 있다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_327.wav,6.921,사람들은 스트레스를 풀거나 사람들과 어울리기 위해 술자리를 가지는 경우가 많다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_167.wav,7.61,사할린 방문은 가고 오는 데 비행기예약 등 삼사일이 소요돼야 하는 형편이어서 힘들 것으로 본다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_153.wav,3.715,이번 총회에서 유엔가입을 신청할 생각이라도 있는지.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_230.wav,4.68,젊은 사람들은 때로 너무 무모해서 탈이다.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_421.wav,6.774,야권통합에서 가장 큰 어려움이 있다면 어떤 문제일까요.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_324.wav,3.715,이번 달은 공휴일이 많아서 너무 신이 난다.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_151.wav,7.407,그런데 한국경제는 다행히 이 유형들과는 다르다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_443.wav,6.2879999999999985,일본에서는 바람과 통장수의 이론으로 캠페인이 벌어지고 있다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_291.wav,9.482,근본적으로 국가간의 관계는 상대방이 있는 만큼 우리 이익에만 집착해서는 곤란하다고 봅니다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_396.wav,7.224,우리가 맞고 있는 시대적 상황은 십구세기말의 혼돈과 격동을 연상시키고 있지 않은가.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_163.wav,9.221,이왕 만나서 수교얘기를 하기로 한 이상 가능한 한 빠른 시일내에 수교의정서가 교환될 수 있도록 하겠습니다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_052.wav,5.443,선생님이라 해도 모든 것을 전부 알 수는 없다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_418.wav,4.284,다만 그 시기는 대통령이 결정하게 될 것이다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_290.wav,10.436,매자가 없을 경우 매각될 때까지 예정가를 낮춰 부동산값의 하락을 유도하고 매각도 반드시 이뤄지도록 유도하겠다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_125.wav,4.748,부모님의 체면 때문에 할 수 없이 마지못해 선을 나갔다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_149.wav,4.328,노대통령의 헌법에 보장된 임기는 보장돼야 한다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_132.wav,7.075,선량들의 탐욕은 예산심의의 막바지 과정에서 여지 없이 드러났다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_419.wav,4.72,우리집은 경찰서 바로 앞에 있어서 뭔가 든든하다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_088.wav,5.944,사고로 인해 열차 운행 시각이 모조리 바뀌어 승객들의 혼란을 빚었다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_268.wav,5.62,누가 나가라고 하지 않아도 나갈 때가 되면 나 스스로 나갈 것이다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_070.wav,3.715,내 성적이 너처럼 좋으면 얼마나 좋을까.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_338.wav,5.21,잠귀가 어두워서 아침에 알람시계가 울려도 잘 듣지 못한다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_201.wav,7.758999999999999,감사원직원의 수준이 다른 부처공무원보다 높지 않으면 그런 흐름을 따라잡을 수가 없습니다.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_044.wav,3.218,처음엔 누구나 실수를 하는 것이 당연하다.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_340.wav,5.562,삼각김밥을 사기 위해 편의점에 들렀다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_139.wav,12.867,이런 선진복지국가는 예외이고 특히 제삼세계 등 대다수 나라는 여전히 어린이의 복지가 사각지대로 남아 있다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_disgusted_291.wav,8.41,근본적으로 국가간의 관계는 상대방이 있는 만큼 우리 이익에만 집착해서는 곤란하다고 봅니다.,ketts2-20m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_359.wav,5.496,우리는 모든 인민들이 사회의 주인이 되는 사회를 창조했다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_308.wav,9.66,조화와 균형은 개인의 사고와 행동에서뿐만 아니라 조그만 조직체 더 나아가 국가경영에서도 필수적인 것이다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_142.wav,4.672,주쿠웨이트 한국대사관의 기능은 정상적인가.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_232.wav,12.643,지금까지 헌혈과정에서 에이즈감염자로 밝혀진 사람은 열세 명이며 매혈자가 감염자로 확인되기는 이번이 처음이다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_306.wav,9.43,나는 이미 당인이 아니기 때문에 관계 없으며 민주국가에서 통치권자라고 강압할 수 없는 것 아닌가.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_303.wav,11.154000000000002,당내 민주주의를 실현하기 위해 후보공천 인재등용 정치자금 조성 정책결정 등에 있어 놀라운 대변혁을 이룩할 것입니다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_252.wav,5.78,의사의 성의없고 형식적인 진료 태도에 나는 몹시 화가 났다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_fearful_003.wav,3.7,그는 물걸레로 바닥을 계속 닦는다.,ketts2-50m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_400.wav,4.458,콘트라의 평화적 해체를 위해 그 같은 명령을 내렸다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_131.wav,6.016,국민은 이 선수에게 금메달의 기대를 걸고 있다.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_082.wav,5.877999999999999,예상하지 못한 선물은 예상한 선물보다 더 큰 기쁨을 준다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_454.wav,4.81,상대방이 기분 나쁘지 않게 거절하는 법은 뭐가 있을까.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_033.wav,6.792999999999998,동생이랑 오목을 두면 항상 내가 이겨서 재미가 없다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_462.wav,4.872,압구정에서 우연히 고등학교때 선배와 마주쳤다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_039.wav,2.4,여행은 즐거운 것이다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_301.wav,3.705,물론 그분들과도 많은 얘기를 했다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_430.wav,5.51,이 가게에는 아기자기하고 독특한 패션 아이템이 많다.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_fearful_203.wav,3.51,그는 내가 싫어졌다며 이별을 통보했다.,ketts2-50m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_215.wav,5.2010000000000005,나는 내 최선을 다했으니까 실패하더라도 후회는 없어.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_406.wav,3.21,누구를 탓하고 싶지는 않습니다.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_sad_081.wav,7.497000000000001,교육제도의 올바른 방향에 관해 선생님들끼리 오랜 시간 의논했다.,ketts2-60f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_208.wav,6.42,미국정부는 북한의 대미 관계정상화에 응하는 네가지 확립된 조건을 내세우고 있다네.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_153.wav,4.51,이번 총회에서 유엔가입을 신청할 생각이라도 있는지.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_492.wav,13.68,한편 민가협 등 재야단체들은 최근 문익환목사 석방운동을 계기로 재소자들의 진료권쟁취를 올해 주요사업으로 추진할 방침이다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_239.wav,7.447999999999999,삼촌이 제주도에 출장을 다녀오며 선물로 감귤 초콜렛을 사다 주어 너무 기뻤다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_happy_091.wav,5.6160000000000005,달까지 가지 않고도 달을 사유화한 한국인이었다.,ketts2-50f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_083.wav,3.318,요즘 장이 안 좋아서 금주를 하고 있다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_443.wav,5.22,일본에서는 바람과 통장수의 이론으로 캠페인이 벌어지고 있다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_222.wav,5.355,그는 조국을 깊이 사랑하고 있음에 틀림 없다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_245.wav,5.475,그는 십년동안 모은 돈을 전부 도박으로 날려버렸다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_287.wav,5.207000000000002,바보 같은 상사때문에 업무가 잘 진척되지 않는다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_230.wav,5.0939999999999985,젊은 사람들은 때로 너무 무모해서 탈이다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_367.wav,6.683,대통령 선거의 투표용지에 미스프린트가 나오다니 어처구니 없는 실수군.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_181.wav,4.2,환경을 위해 쓰레기 분리를 확실히 하도록 합시다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_195.wav,6.2170000000000005,세종이 집현전 학자들과 훈민정음을 함께 만든 것은 주지의 사실이다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_happy_186.wav,5.4,유럽에서 지난 몇 달 동안 화산 폭발이 수차례 있었다.,ketts2-50f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_080.wav,4.458,미안하지만 선반 위에 있는 상자 좀 내려주시겠어요.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_306.wav,9.21,나는 이미 당인이 아니기 때문에 관계 없으며 민주국가에서 통치권자라고 강압할 수 없는 것 아닌가.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_neutral_114.wav,5.2010000000000005,자기가 키우던 강아지들을 보신탕으로 만들어 먹다니 미개인 같아.,ketts2-30f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_272.wav,5.904,건망증이 심해서 열쇠를 어디에 두었는지 자주 잊어버린다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_300.wav,3.438,그는 다리를 삐어 절룩거렸다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_029.wav,3.944,뉴욕으로부터 뜻밖의 편지가 한 통 날아왔다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_282.wav,16.704,삼월 십팔일의 선거는 일차적으로 동독에 서독화폐 웨스트 도이치 마르크의 도입을 열광적으로 지지한다는 시위적인 투표였다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_372.wav,10.782,노 대통령과는 그 동안 잘 모르는 사이였으나 여러 차례 대화해 보니 대단히 성실하고 솔직하며 능력 있는 사람이라고 생각하게 됐다.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_204.wav,9.543,미 북한 관계개선 문제가 칠월의 한미 정상회담에서 주요의제의 하나로 다뤄질 것 같다.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_214.wav,4.248,그녀는 항상 슬픈 얼굴을 하고 있다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_204.wav,7.504,미 북한 관계개선 문제가 칠월의 한미 정상회담에서 주요의제의 하나로 다뤄질 것 같다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_039.wav,4.284,여행은 즐거운 것이다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_fearful_069.wav,4.81,나는 수업 중에 책을 읽는 척 하면서 고개를 숙이고 잤다.,ketts2-50m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_happy_095.wav,7.68,그렇게 열심히 응원했는데도 불구하고 우리팀은 큰 점수차로 지고 말았다.,ketts2-50f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_137.wav,5.672999999999999,톰 행크스는 포레스트 검프라는 영화에서 명연기를 펼쳤다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_127.wav,4.458,이라크의 엄청난 군사력에 놀라 우리군은 전의를 상실했다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_468.wav,6.251,대량의 경제지원은 필요 없으며 그다지 많은 투자도 필요 없다.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_254.wav,3.871,의전 문제도 간단치 않다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_062.wav,6.981,그러나 용기를 잃지 말고 감사활동을 해야 합니다.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_329.wav,4.706,우리 집의 가훈은 정직이다.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_247.wav,6.609,인도네시아의 숲이 황폐화되면 기상에 악영향을 준다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_092.wav,6.742000000000001,뱀장어는 미끄러워서 손에 잘 잡히지 않는다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_052.wav,4.31,선생님이라 해도 모든 것을 전부 알 수는 없다.,ketts2-60f,w,surprised,ko
